,username,followers,following,work_raw,education_raw
2523,@highhermitage,0,0,"Mobile Dev, Startup Founder",
2524,@chris_moen1,2,4,Startup Founder,
2525,@jonathandwagner,2,0,,
2526,@solsin,0,0,,Master's Degree
2527,@mohndoe,2,6,,
2528,@gabriellemorse,0,0,,
2529,@samanthakmeis,3,0,Startup Founder,
2530,@roberthopman,16,9,,
2531,@tadeusz,0,1,"Startup Founder, Education, Blogging, Community",Bachelor's Degree
2532,@maikegrk,0,0,,
2533,@amandinemas,0,0,,
2534,@nomadlife,0,0,,
2535,@doinglean,0,0,,
2536,@jdonati,0,0,Product Manager,Master's Degree
2537,@haileym,1,0,,
2538,@jessicaliske,0,2,,
2539,@dennisprinz,0,2,,
2540,@weeksling,4,3,,
2541,@mcbain,0,0,,
2542,@kevinlee,1,1,,
2543,@cyrilgupta,0,0,"Web Dev, Software Dev, Startup Founder, Marketing, Sales, SaaS",High School
2544,@jeffmadduxcpa,5,5,"Finance, Blogging, Community",Bachelor's Degree
2545,@domjitsu,4,6,,
2546,@guitsaru,3,3,"Web Dev, Software Dev",
2547,@tyvdh,16,4,Software Dev,
2548,@diba,1,0,,
2549,@jivins11,2,4,Marketing,Bachelor's Degree
2550,@lukephills,1,0,,
2551,@suyogmody,0,0,,
2552,@revealed_dave,1,4,"Web Dev, Software Dev, Mobile Dev, UI/UX Design, Product Manager, Blogging",High School
2553,@tvrhe,10,12,,
2554,@micchi99,0,1,,
2555,@psedillo,2,0,Startup Founder,
2556,@marymuu,0,0,,
2557,@ingodibella,2,1,,
2558,@eskimojamz,0,1,Crypto,
2559,@mirjamderuiter,0,0,,
2560,@vachdane,0,0,,
2561,@glenngillen,12,13,Startup Founder,
2562,@adrianlazarte,1,7,Web Dev,
2563,@jcmorrow,0,0,,
2564,@ryanipete,0,3,,
2565,@davidfernandoc,0,1,,
2566,@sofiaglzruenes,0,2,,
2567,@rishabhagg2,1,2,Creative,
2568,@yl_ksa,0,0,,
2569,@gdpelican,22,11,,
2570,@jasoninbend,0,0,"Education, Data, Geo",Master's Degree
2571,@crazynate,0,0,,
2572,@alejandronuhe,5,3,,
2573,@agarwal_ankur,1,1,Startup Founder,
2574,@nomadlist530,0,0,,
2575,@simonasta,1,0,,
2576,@mironovartyom,0,0,,
2577,@prasi00,0,0,,
2578,@gerrykirk,0,0,,
2579,@felix013,0,0,,
2580,@rcsole,3,2,,
2581,@hashinp,0,0,"Web Dev, Coach",
2582,@msaintcr,0,0,,
2583,@zk,1,0,Software Dev,
2584,@flormolla541,0,0,,
2585,@colus001,0,0,"Web Dev, Crypto",Bachelor's Degree
2586,@keenahn,10,18,,
2587,@maebert,23,10,"Startup Founder, Data",Master's Degree
2588,@fredrick,1,2,Creative,
2589,@giancazucca,0,4,,
2590,@jesse,6,0,,
2591,@dylan_hey,0,0,,
2592,@andrey9kin,0,1,,
2593,@ngg971,0,0,,
2594,@ricardomorgado,1,0,"Startup Founder, Coach, Data, Support",
2595,@kp,1,2,Startup Founder,
2596,@donlandonkim,0,0,,
2597,@hannahbarg,1,0,,
2598,@jhoz,0,1,,
2599,@elizabethtallen,0,0,"Education, Politics, Law, Blogging",Master's Degree
2600,@courtney,2,0,Marketing,
2601,@tonmakaroff,0,0,,
2602,@rohit857,12,22,"Startup Founder, Marketing",
2603,@scul81,0,2,Game Dev,Bachelor's Degree
2604,@eliaskovv,5,1,,
2605,@bydorian,7,7,,
2606,@luizcent,6,0,,
2607,@deemoun,0,0,"Software Dev, Blogging",Bachelor's Degree
2608,@wendy_who,8,13,,
2609,@richarme,0,0,,
2610,@inkque,0,0,,
2611,@yogicflow,0,0,,
2612,@antoinechr,0,0,"Startup Founder, Creative, Marketing, Ecommerce",Master's Degree
2613,@christian,0,0,,
2614,@justinbosco,1,2,,
2615,@inessadoud,0,0,"Startup Founder, Blogging, Community, Marketing, Ecommerce",Master's Degree
2616,@taphin,0,0,,
2617,@lilyxl8,12,4,"Software Dev, Mobile Dev, Product Manager, Data, Fitness",Master's Degree
2618,@misterniark,5,4,"Startup Founder, Community",
2619,@zsofiaszarka,2,0,,
2620,@anthonymcc,0,1,,
2621,@judo,6,6,UI/UX Design,
2622,@azijira_,2,4,,
2623,@viperchill,120,14,"Startup Founder, Marketing",
2624,@hello917,0,0,,
2625,@alexmngn,0,0,,
2626,@brienna,0,2,,
2627,@cheribaker,0,1,,
2628,@ppccat,2,36,Marketing,
2629,@grohiit,6,4,Startup Founder,
2630,@elpakohamza,1,2,,
2631,@timoteo,1,1,,
2632,@ariellehale,2,2,,
2633,@mhrnik,4,17,,
2634,@romanzolotarev,11,13,,
2635,@enavarro3,0,0,"Creative, Data, Marketing","High School, Bachelor's Degree"
2636,@doddecahedron,4,7,Sales,
2637,@sean600,2,5,Startup Founder,
2638,@melissawashin,22,9,,
2639,@requilence,0,0,,
2640,@marceglon,27,57,Startup Founder,
2641,@milann,24,12,,
2642,@hamshawian,4,6,,
2643,@chrisdancy,0,0,,
2644,@atyndall,1,3,Software Dev,
2645,@cuerbot,6,6,,
2646,@yousifyalda,0,1,,
2647,@tombuckland,2,2,Marketing,
2648,@michaelgtech,0,0,,
2649,@kreveld,1,1,,
2650,@subbedubbe,3,2,Creative,Bachelor's Degree
2651,@colleen,1,1,,
2652,@riichardmoody,3,0,,
2653,@aakashdhuna,1,0,,
2654,@bartonmiklos,8,5,,
2655,@ksellers,1,0,,
2656,@mona_solberg,0,0,,
2657,@markmmilly,0,3,,
2658,@harryguinness,9,9,"Journalism, Blogging","High School, Bachelor's Degree, Master's Degree"
2659,@ed,0,0,,
2660,@xixa,1,0,,
2661,@daiyaan,22,2,Startup Founder,
2662,@raquelmadhur,0,0,,
2663,@degrandisfederico,0,0,,
2664,@jacquievchang,0,0,,
2665,@jscagos,1,0,,
2666,@geo_care,4,1,,
2667,@carlijnottens,0,0,,
2668,@silaisik,17,9,,
2669,@zzap,4,4,,
2670,@sacola39,0,2,,
2671,@sandra,3,0,,
2672,@thejieg,0,0,,
2673,@panopticist,3,2,,
2674,@erikfrisk,0,0,,
2675,@ajlkn,342,6,,
2676,@africajam,1,6,,
2677,@bplotkin,4,1,,
2678,@theycallmemtr,0,0,"Finance, Crypto, Medical, Creative, Data, Marketing",Master's Degree
2679,@greghertzke,3,8,,
2680,@antomp,0,0,,
2681,@seanhess,4,0,"Startup Founder, Data",
2682,@cbovis,0,1,Software Dev,
2683,@mrty,17,17,"Startup Founder, Crypto, Creative, Marketing, Ecommerce",High School
2684,@iam,0,0,,
2685,@frontendphil,8,6,,
2686,@nwkwan,2,4,"Startup Founder, Marketing",
2687,@zachware,6,0,Startup Founder,
2688,@jd,2,3,UI/UX Design,
2689,@punksta,0,0,Mobile Dev,
2690,@hatchitdc,5,3,Startup Founder,
2691,@rayhanv,1,0,,
2692,@jaygreasley,11,19,,
2693,@dmvilla26,0,6,,
2694,@corneljr,4,5,,
2695,@ejm619,1,0,,
2696,@juliakostreva,1,1,,
2697,@nasir,1,11,,
2698,@marinarv,0,1,,
2699,@snu6ew,0,0,,
2700,@sabrinahanapiah,0,1,Web Dev,
2701,@myqntm,4,11,"Web Dev, Education, Politics, Data",Master's Degree
2702,@rubenwolff,0,0,,
2703,@philiphomnack,4,2,"Startup Founder, Finance, Crypto",Bachelor's Degree
2704,@mzeitler,8,9,,
2705,@martijn,0,0,"UI/UX Design, Crypto, Product Manager, Creative, Coach, Fitness, Marketing, Ecommerce",Master's Degree
2706,@willwong,0,0,,
2707,@thecamvent,0,1,,
2708,@warrington11,0,0,"Software Dev, Mobile Dev",Bachelor's Degree
2709,@wowas69,0,0,,
2710,@drnomadz,1,0,Medical,
2711,@jcwesterbeek,0,1,,
2712,@georgelobo79,2,3,Software Dev,
2713,@wldmr_sdus,0,0,,
2714,@joaocunha,6,12,,
2715,@ericste_in,2,3,Marketing,
2716,@deargumenter,0,0,"Creative, Data, Marketing, Ecommerce",Bachelor's Degree
2717,@imaan,0,0,,
2718,@buger,37,273,,
2719,@marcelreschke,1,1,,
2720,@ryanwild,2,5,,
2721,@joujiahe,1,1,,
2722,@mrtkawa,0,0,,Bachelor's Degree
2723,@kalpendu,0,1,,
2724,@oz,19,28,Web Dev,
2725,@thomas250,0,0,"UI/UX Design, Startup Founder, Creative, Coach, Marketing, Sales, Ecommerce",Master's Degree
2726,@007pandas1,1,2,Blogging,
2727,@djinnman,0,0,,
2728,@marseltov,1,5,,
2729,@andygreenwood,6,12,"UI/UX Design, Product Manager",
2730,@joygasmme,0,3,,
2731,@luke,3,0,,
2732,@bjhguerin,8,16,,
2733,@tonycarreon,6,13,"Web Dev, Software Dev",High School
2734,@zrephel,0,0,,
2735,@gsalvini,8,11,,
2736,@eleaser5,0,1,,
2737,@karel,2,1,Web Dev,
2738,@dustinoverbeck,7,14,,
2739,@asjer,4,16,Software Dev,
2740,@nevinkamath,1,0,,
2741,@chris_mcclellan,5,4,Software Dev,
2742,@lucasfoster,0,0,,
2743,@gorenflo,12,0,Startup Founder,
2744,@vesko89,0,0,,
2745,@ciudadanob,2,4,,
2746,@joellepittman,4,3,Blogging,
2747,@howdy,0,1,,
2748,@henryea,0,0,,
2749,@oesah,0,1,Marketing,
2750,@erwin85,0,0,,
2751,@morganberger,0,0,,
2752,@dariomilicic,0,1,,
2753,@jlengstorf,92,35,Marketing,
2754,@skyler,10,16,,
2755,@wbednarski,3,2,,
2756,@malban127,0,1,,
2757,@jmstein,2,2,Community,
2758,@manuel_rojas_konkol,0,0,,
2759,@carololiveira,0,0,"Data, Sales, Ecommerce, Support","Bachelor's Degree, Master's Degree"
2760,@bogdanch,3,6,Marketing,
2761,@kangaroo5383,17,10,Creative,
2762,@codeincarnate,8,9,Startup Founder,
2763,@perry,7,5,,
2764,@bellatigmehdi,3,4,,
2765,@juliateresalundin,0,1,,
2766,@vexalist,0,0,,
2767,@stuartfrisby,12,11,Software Dev,
2768,@annamcphee3,0,1,,
2769,@jessicaongko,0,0,"UI/UX Design, Creative",
2770,@kahunarich,0,0,,Bachelor's Degree
2771,@svanevik,6,4,"Startup Founder, Crypto, Data",
2772,@eyobest,3,2,,
2773,@yahli,1,1,"Startup Founder, Coach",
2774,@zlschuessler,0,0,,
2775,@harryworld,3,6,"Software Dev, Blogging",
2776,@marthavanderbly,0,0,,
2777,@zckytokyo,0,1,,
2778,@joris,0,0,,
2779,@rosannekruithof,0,1,,
2780,@vitorpepicon,0,5,,
2781,@jojomunroro,7,7,,
2782,@a,3,4,,
2783,@mihaela,3,0,"Marketing, Ecommerce","High School, Bachelor's Degree, Master's Degree"
2784,@develdad,0,0,"Web Dev, Software Dev, Creative, Blogging",
2785,@pam,0,0,,
2786,@enginoid,1,1,,
2787,@naeemtee,0,0,,
2788,@anthonyongaro,8,5,"Software Dev, Blogging, Marketing",
2789,@chromatomatic,5,6,Marketing,
2790,@letitbevi,0,0,"Software Dev, Data",Bachelor's Degree
2791,@kushalraha,0,0,Support,
2792,@lfamorim,1,1,,
2793,@megdraws,107,11,,
2794,@gentianedwards,1,9,,
2795,@ajmcgrath,0,0,"Creative, Coach, Marketing, SaaS, Support",High School
2796,@g4k,2,5,Startup Founder,
2797,@danielfv,0,0,,
2798,@tomsearsishere,1,1,,
2799,@npizzoferrato,0,0,,
2800,@nomadicdad,0,0,"Web Dev, Ecommerce, Support",
2801,@bengoa,4,3,Startup Founder,
2802,@flavia,0,0,"Education, Coach",Master's Degree
2803,@arizzy,0,0,,
2804,@whosdustin,20,6,"Web Dev, UI/UX Design",Bachelor's Degree
2805,@mervish,0,0,,
2806,@jhowell,4,3,,
2807,@brendatremenda,1,0,Coach,Bachelor's Degree
2808,@elenalaura,1,1,,
2809,@lionisis,1,0,"Creative, Coach",
2810,@ompemi,13,8,,
2811,@stefankp,1,2,,
2812,@ryenbeatty,5,4,,
2813,@spieglio,22,17,"Web Dev, Product Manager, Creative, Blogging, Coach, Marketing",Bachelor's Degree
2814,@mike,0,1,,
2815,@globetrotter_tim,0,1,,
2816,@vrtual,0,1,Startup Founder,
2817,@skoczen,2,0,,
2818,@diofeher,1,2,Startup Founder,
2819,@gracjan_grala,1,1,"Web Dev, Software Dev, UI/UX Design",
2820,@cfontana0,0,0,,
2821,@therese624,0,0,"Startup Founder, Education, Coach",Master's Degree
2822,@fbrraaa,0,0,,
2823,@mirhamasala,12,2,,
2824,@roamingstartup,0,0,,
2825,@deacalion,1,0,,
2826,@yanicklandry,2,1,,
2827,@jlipiner,1,0,,
2828,@visualista,0,0,,
2829,@arcomul,4,4,Game Dev,
2830,@azaru,36,5,,
2831,@littlestar2321,4,0,,
2832,@bogaert,1,0,,
2833,@pianojukebox,1,0,,
2834,@dani444el,0,0,,
2835,@coracle,0,0,,
2836,@casper,7,14,Startup Founder,
2837,@andre,6,14,Marketing,
2838,@ebmercer,0,1,,
2839,@nabeelmolham,0,0,,
2840,@jkevincrowley,0,0,,
2841,@oliverbarnes,6,8,Software Dev,
2842,@andrea,0,0,Marketing,
2843,@madelariva,0,0,,
2844,@rom,0,0,,
2845,@silvestreramosmita,0,0,"Finance, Sales, Support","High School, Bachelor's Degree"
2846,@tomleeson71,0,0,,
2847,@enilsen016,0,3,"Web Dev, Software Dev, Startup Founder",High School
2848,@btong,0,2,Startup Founder,
2849,@laopela,0,0,,
2850,@fredd4,0,0,,
2851,@barbaralicious,5,6,"Crypto, Blogging",Master's Degree
2852,@drivingralle,14,10,,
2853,@livinextreme,1,1,,
2854,@samhogg,35,32,,
2855,@lukaspulda,0,2,,
2856,@hvaljevac,1,6,,
2857,@mikebandar,13,8,,
2858,@jadeefruit,0,0,"UI/UX Design, Ecommerce",Master's Degree
2859,@sapio,2,0,,
2860,@ujutka,0,0,,
2861,@bestscifireads,2,1,,
2862,@hodasafiah,0,0,,
2863,@benko,0,0,,
2864,@juice,6,10,Startup Founder,
2865,@maxime9009,0,0,,
2866,@dzenbee,0,5,,
2867,@jonbstrong,122,170,"Startup Founder, Community, Marketing",
2868,@jaicab,0,3,"Web Dev, UI/UX Design, Startup Founder, Product Manager","High School, Bachelor's Degree"
2869,@dekim24,0,0,"Finance, Data, SaaS","High School, Bachelor's Degree, Master's Degree"
2870,@tillcarlos,13,14,"Startup Founder, Marketing",
2871,@jennzajac,2,0,,
2872,@frankieratford,1,0,,
2873,@misscherylb,1,0,"Education, Community, Marketing, Ecommerce",Bachelor's Degree
2874,@raquelplazam,1,1,,
2875,@fakemikewalston,2,3,"Web Dev, Software Dev, Mobile Dev",Bachelor's Degree
2876,@samuherek,2,2,,
2877,@chadmiller,4,3,,
2878,@itsgraz,1,0,,
2879,@realandrewwolfe,2,4,"Startup Founder, Data",
2880,@robertbenj,7,6,,
2881,@robi_mitra,0,0,,
2882,@eenagy,0,1,,
2883,@tomas,2,1,Startup Founder,
2884,@melnikovne,0,0,,
2885,@carlaiau,0,1,Web Dev,
2886,@samkaufman,5,4,,
2887,@caroullou,20,16,"Startup Founder, Creative",
2888,@upaggetta,0,1,,
2889,@karinec,0,0,,Master's Degree
2890,@nielsify,7,5,Mobile Dev,
2891,@goodfellow,2,0,,
2892,@mmorris,0,0,Education,
2893,@carly_io,2,1,"Web Dev, Software Dev","High School, Bachelor's Degree"
2894,@clareharrison30,28,31,"Startup Founder, Education",
2895,@anhphan,4,0,"SaaS, Support",Bachelor's Degree
2896,@jhogard,2,8,,
2897,@denisedeborah,0,0,,
2898,@stephane,4,2,,
2899,@rayfranco,4,1,,
2900,@ruthkemple,0,5,,
2901,@thisisyo_lo,1,4,,
2902,@slobiiv,0,1,,
2903,@webengel,0,0,,
2904,@monsieurmoia,0,1,UI/UX Design,
2905,@bramwillemse,3,1,Web Dev,
2906,@petepollard,0,0,"Software Dev, Education, Medical, Creative, Law, Blogging",Master's Degree
2907,@chris4gen,0,0,"Education, Journalism, Coach, Fitness, Community, Sports",Bachelor's Degree
2908,@st_alsobrook,1,3,,
2909,@hoperto,0,0,"Software Dev, Startup Founder, Crypto",Master's Degree
2910,@fleeting_life,50,64,"Startup Founder, Marketing",
2911,@koppelaar,11,7,,
2912,@matteo82,0,0,,
2913,@loren,0,0,"Creative, Journalism, Marketing",
2914,@mail,0,0,,
2915,@mustafa_khalifa,1,6,Startup Founder,
2916,@tomthomison,0,0,,
2917,@fabrejulien,0,1,"Startup Founder, Product Manager, Creative, Blogging, Coach, Sports",Master's Degree
2918,@jeremygotteland,0,0,"Software Dev, Mobile Dev, Education, Data",Master's Degree
2919,@danicatalina,1,3,Marketing,
2920,@adachiu06,0,0,,
2921,@aaronbailey,8,20,"Startup Founder, Crypto, Journalism, Blogging, Coach",
2922,@saskiaeverard,0,0,,
2923,@itsmikechu,0,0,,
2924,@rtdp,7,10,,
2925,@scottthoo,2,2,Mobile Dev,
2926,@dbibby,0,1,"Software Dev, Blogging",Bachelor's Degree
2927,@evoterra,7,3,,
2928,@clusk,0,0,,
2929,@greedy_hippy,1,0,,
2930,@alexhughes9,1,1,,
2931,@the_idyll_exile,1,1,,
2932,@gtroppee,0,0,Web Dev,Master's Degree
2933,@sergioz,0,0,,
2934,@jzeltman,0,1,,
2935,@shalin1589,0,0,"Web Dev, Finance, Support","High School, Bachelor's Degree"
2936,@jparkrr,0,0,,
2937,@horacio,3,6,Software Dev,
2938,@wwwouter,0,0,,
2939,@acormail,0,0,,
2940,@gyfchong,1,4,,
2941,@raziel81,0,0,"Mobile Dev, UI/UX Design, VR Dev, Startup Founder, Product Manager, Sports",Bachelor's Degree
2942,@mikeolaski,1,3,,
2943,@james_thomas,0,0,"Web Dev, Software Dev, Game Dev, Startup Founder, Marketing, Ecommerce",Bachelor's Degree
2944,@thomasklemm,0,1,,
2945,@kristjantulmin,0,0,,
2946,@vegaroundtheworld,0,0,"Creative, Marketing","High School, Bachelor's Degree"
2947,@joyfriberg,1,1,"Web Dev, Software Dev, Mobile Dev, Startup Founder, Finance, Education, Community, Sports",Master's Degree
2948,@melb,0,0,"Politics, Creative, Journalism, Blogging, Coach, Community, Marketing, Sales, Hospitality",Bachelor's Degree
2949,@yeltsinseal,0,0,,
2950,@tomxavierofficiel,0,1,"Startup Founder, Coach",
2951,@talraviv,9,4,,
2952,@kapziel,5,6,Software Dev,
2953,@evilbilly,4,1,,
2954,@kriskhaira,6,5,,
2955,@sammyp2582,0,0,,
2956,@alexking90,0,0,,
2957,@lblogueur,0,1,"Software Dev, Ecommerce, SaaS, Sports",Master's Degree
2958,@micksolo,1,2,,
2959,@benjaben,1,3,"Software Dev, Mobile Dev, Game Dev, VR Dev, Education, Data, Fitness","High School, Bachelor's Degree"
2960,@jo,0,0,,
2961,@nanahj,0,0,Ecommerce,Bachelor's Degree
2962,@123456,1,0,,
2963,@smkka,1,0,Web Dev,
2964,@marcuschristiansen,0,0,,
2965,@katrin,0,0,"Startup Founder, Creative",Master's Degree
2966,@michaelhealy,9,4,Mobile Dev,
2967,@wigggins,5,6,,
2968,@romanfirnkranz,0,2,Blogging,
2969,@loganajelliott,2,1,,
2970,@arnaudbenard,4,4,,
2971,@pahoda,0,0,,
2972,@karen,5,1,,
2973,@pptsjr,1,0,"Web Dev, Software Dev, Blogging, Fitness, Sports",Bachelor's Degree
2974,@mastinkipp,0,0,,
2975,@nerdtravels,52,48,Blogging,
2976,@jancbeck,2,3,,
2977,@suhastech,1,2,,
2978,@keely345,1,2,,
2979,@cargix1,0,1,Software Dev,
2980,@louisfo,0,0,,
2981,@mpollock,0,0,"Product Manager, Creative, Data, Marketing",Master's Degree
2982,@climbformemory,0,0,"Creative, Fitness, Logistics","High School, Bachelor's Degree, Master's Degree"
2983,@markschmidty,7,1,Support,
2984,@jongold,175,37,,
2985,@maria_eriksson,1,1,,
2986,@mrchrisrod,2,0,Startup Founder,
2987,@lalyb36,0,3,,
2988,@stefanlesser,16,7,,
2989,@clawdinsky,0,0,,
2990,@theminimillionaire,1,4,Journalism,Bachelor's Degree
2991,@jmocejo,0,0,,
2992,@karynstacy,0,0,,
2993,@mathewitrusthk,0,0,,
2994,@me1001,5,14,,
2995,@craigmiller,0,0,"Software Dev, Mobile Dev, Geo","High School, Bachelor's Degree, Master's Degree"
2996,@jon00042,1,0,,
2997,@ivanderbyl,42,42,"Web Dev, Software Dev, UI/UX Design, Startup Founder, Finance, Crypto, Product Manager, SaaS, Architecture",High School
2998,@buzkall,0,0,"Web Dev, Software Dev",Master's Degree
2999,@failure1983,0,0,,
3000,@julianamundim,0,9,Creative,Master's Degree
3001,@charmbtrippin,6,9,,
3002,@johnclema,5,19,,
3003,@mm,31,3,,
3004,@chrisdunntv,37,1,Startup Founder,
3005,@phil_hawksworth,4,0,Fitness,
3006,@sjelfull,10,9,,
3007,@aktif,10,15,"Startup Founder, Marketing",
3008,@k_cieslak,4,1,"Software Dev, Community",Bachelor's Degree
3009,@susanne,0,0,"Software Dev, Mobile Dev, UI/UX Design",Bachelor's Degree
3010,@lyret,1,1,,
3011,@reen,0,3,,
3012,@casualraja,0,1,,
3013,@paul184,0,0,,
3014,@tatarjr,2,2,,
3015,@kitty_katekate,0,1,,
3016,@lisabethshevtsova,1,0,,
3017,@wintertactics,10,14,,
3018,@katieuniacke,0,1,,
3019,@ryzalyusoff,1,3,,
3020,@najvasol,2,0,,
3021,@iamsk7,0,1,,
3022,@sbarrosf,0,0,"UI/UX Design, Creative, Marketing",Bachelor's Degree
3023,@krausefx,170,9,"Software Dev, Mobile Dev, Startup Founder, Crypto",Bachelor's Degree
3024,@sergeen,0,0,,
3025,@lufo,9,10,,
3026,@leerosen,8,3,"Law, Blogging, Marketing",
3027,@johnnyfdk,98,7,Startup Founder,
3028,@ms_maire,1,2,Startup Founder,
3029,@nabilaamarsy,10,6,Startup Founder,
3030,@metamas,2,11,"Web Dev, Software Dev, UI/UX Design",
3031,@jasonbryant,0,0,,
3032,@kdridi,0,0,,
3033,@talesh,0,0,,
3034,@eatpraybike,1,0,,
3035,@bananaeatsmonkey,0,0,,
3036,@html5cat,32,18,"Software Dev, Mobile Dev, Startup Founder, Product Manager, Education, Community",Master's Degree
3037,@magnetolondon,1,1,,
3038,@gustavkotkas,70,311,,
3039,@brittneym,0,0,,
3040,@traveldeveloper,0,0,"Web Dev, Software Dev, Mobile Dev, UI/UX Design, Startup Founder",Bachelor's Degree
3041,@marksan,0,0,,
3042,@phkchoi89,0,2,,
3043,@olli_sch,0,0,,
3044,@dgessler,1,0,,
3045,@dawsonwhitfield,3,0,UI/UX Design,
3046,@andrefoeken,0,0,"Web Dev, Software Dev, UI/UX Design, Medical, Creative, Coach","High School, Bachelor's Degree, Master's Degree"
3047,@mxgrn,9,7,Web Dev,
3048,@gsalgado,1,1,,
3049,@kittiborissza,0,0,,
3050,@remarketingguru,0,1,,
3051,@pragmaticivan,4,8,,
3052,@sunnymel,0,0,,
3053,@madlittlemover,0,0,,
3054,@daviddupouy,4,10,"Web Dev, Software Dev, Startup Founder, Crypto, Creative, Ecommerce, SaaS, Geo",
3055,@mike71893,0,0,,
3056,@wytziaindemedia,2,7,,
3057,@kellettj,0,2,,
3058,@vkjrsp,0,0,,
3059,@amanda_nz,10,8,,
3060,@kubajz,1,1,"Web Dev, Software Dev, Mobile Dev",
3061,@ellegaard,0,0,,
3062,@rammtamm,0,0,,
3063,@jdstuart,0,2,"Software Dev, SaaS",Bachelor's Degree
3064,@susannahvila,4,1,Startup Founder,
3065,@hackinglife7,17,13,Marketing,
3066,@williampotash,0,0,Startup Founder,
3067,@vishalmadhvani,0,0,,
3068,@daelen,0,0,,
3069,@guerrazuramx,2,2,,
3070,@mightyalex,11,22,"Web Dev, UI/UX Design, SaaS",
3071,@ndrew,2,2,,
3072,@colesoutter,0,0,,
3073,@patmcculloch,0,1,,
3074,@angott,0,0,,
3075,@tomcounsell,1,0,,
3076,@clementromeas,0,0,,
3077,@rafa,1,1,Web Dev,
3078,@saimana,0,1,Startup Founder,
3079,@marss,0,1,Marketing,
3080,@amosrivera,0,1,,
3081,@globe_trottah,19,51,"Startup Founder, Blogging",
3082,@an0,4,1,,
3083,@el,1,2,,
3084,@cassiuskiani,14,11,,
3085,@mattycama,0,0,,
3086,@jdobso29,0,0,,
3087,@helloannliu,0,0,,
3088,@paulmanea,1,4,"Startup Founder, Blogging",
3089,@janna,2,0,Journalism,
3090,@beardzitski,0,0,,
3091,@landen04,1,0,,
3092,@janneke,1,2,,
3093,@crispystrom,0,1,,
3094,@panstav,2,2,,
3095,@vesper8,9,6,,
3096,@nomadlist_,2228,1,,
3097,@farahiaram,1,1,,
3098,@lnmunhoz,0,0,,
3099,@epiphron,0,0,,
3100,@computerzen,0,0,,
3101,@danriols,2,2,,
3102,@ngryman,2,3,,
3103,@woolundiesdies,2,2,,
3104,@mrykov,0,0,,
3105,@basicallydan,11,0,,
3106,@mikemartin604,0,0,,
3107,@_yuks,3,4,,
3108,@juliet,3,6,UI/UX Design,
3109,@naturallyclaire,5,6,,
3110,@linda_wilson_io,2,1,,
3111,@jimmy_colina,0,0,,
3112,@bdbruijn,0,1,,
3113,@guisbc,40,47,"Startup Founder, Community",
3114,@youryoungko,3,1,"Web Dev, Software Dev, Mobile Dev, UI/UX Design, Crypto, Education",
3115,@pejman,1,0,,
3116,@vaneshap,0,0,,
3117,@joshuaandkristy,44,44,,
3118,@claytranslates,1,0,,
3119,@simmschanita,1,0,,
3120,@yarinos,0,1,,
3121,@zhuhui242,0,0,,
3122,@bel_eastofnow,1,3,,
3123,@rik_rustenburg,0,3,"Product Manager, Fitness, Community, Marketing, Sports, Hospitality",Bachelor's Degree
3124,@reinis,0,0,"Finance, Crypto, Product Manager, Politics, Coach, Ecommerce",Bachelor's Degree
3125,@ibonazkoitia,2,1,Community,
3126,@andreadardon,0,1,Education,
3127,@complxalgorithm,0,1,,
3128,@iain,3,5,,
3129,@val_tomescu,0,1,,
3130,@heikoco,1,0,,
3131,@etang20,2,2,"Software Dev, Marketing",
3132,@mreynolds33,0,0,"Mobile Dev, Startup Founder",Bachelor's Degree
3133,@gigih,0,0,,
3134,@caseyr,58,11,Marketing,
3135,@sylow,2,0,,
3136,@tombalev,1,1,Startup Founder,
3137,@ruthk,0,0,,
3138,@becfaye,0,2,"Startup Founder, Education",
3139,@arsie,12,1,,
3140,@noono,0,0,,
3141,@isaacprussey,0,0,"Web Dev, Mobile Dev, Game Dev, Startup Founder","High School, Bachelor's Degree"
3142,@yanokwa,14,7,,
3143,@darrell,0,0,,
3144,@xyborg,3,15,"Blogging, Marketing",
3145,@cmr0n,0,0,"Web Dev, Software Dev, Mobile Dev, Fitness, SaaS, Sports",Bachelor's Degree
3146,@lantay,0,0,,
3147,@jonathan,3,3,,
3148,@checkthemethod,0,2,,
3149,@tomhsx,0,0,,
3150,@clebercosta,0,1,Startup Founder,
3151,@osipoka88,0,0,,
3152,@chazsroczynski,0,1,"Web Dev, Software Dev, Data","High School, Bachelor's Degree, Master's Degree"
3153,@chelseaannefox,0,1,,
3154,@shanghaistrand,0,0,,
3155,@iknowjesse,0,0,,
3156,@phlppk,2,1,,
3157,@beedotmartin,0,0,,
3158,@prettypikey,0,0,,
3159,@maxim_arnold,1,2,"Web Dev, Startup Founder, Product Manager, SaaS",Master's Degree
3160,@kerwood,0,0,,
3161,@dmfreedom,3,2,"UI/UX Design, Product Manager, Journalism, Blogging, Data, Marketing, Ecommerce, Sports, Logistics",Bachelor's Degree
3162,@aaronpyon,0,0,,
3163,@eddross,1,0,Startup Founder,
3164,@ezl,7,2,,
3165,@andyzelinski,0,1,"Software Dev, Startup Founder, Medical, Data, Fitness, Community, Ecommerce, Sports",Master's Degree
3166,@brkljac,1,2,,
3167,@indienomad,0,0,,
3168,@vivli,0,0,"Web Dev, Software Dev, UI/UX Design, Startup Founder, Education",Bachelor's Degree
3169,@physiosonline,0,0,,
